[eBible.org] *[dwrE2011eb]  	(2.28)  	- Dawro NT (Ethoipic script)
[eBible.org] *[dww2002eb]  	(2.27)  	- Dawawa NT
[eBible.org] *[ebk2003eb]  	(2.27)  	- Eastern Bontok NT
[eBible.org] *[eko2008eb]  	(2.27)  	- Kote Bible
[eBible.org] *[emi2013eb]  	(7.2)  	- Mussau-Emira Bible
[eBible.org] *[emp2011eb]  	(2.28)  	- Northern Emberá NT
[eBible.org] *[engASV1901eb]  	(5.11)  	- American Standard Version (1901)
[eBible.org] *[engBBE1964eb]  	(2.32)  	- Bible in Basic English
[eBible.org] *[engBrent1851eb]  	(7.14)  	- Brenton English Septuagint
[eBible.org] *[engDBY1884eb]  	(2.30)  	- Darby Translation
[eBible.org] *[engDRA1899eb]  	(2.31)  	- Douay-Rheims 1899
[eBible.org] *[engGLW1996eb]  	(5.11)  	- God's Living Word
[eBible.org] *[engKJV1769eb]  	(22.2)  	- King James Version + Apocrypha
[eBible.org] *[engLXX2012eb]  	(33.12)  	- LXX2012 U. S. English
[eBible.org] *[engRV1895eb]  	(3.14)  	- Revised Version
[eBible.org] *[engT4T2014eb]  	(13.2)  	- Translation for Translators
[eBible.org] *[engUKLXX2012eb]  	(61.0)  	- British English Septuagint 2012
[eBible.org] *[engWEB2015eb]  	(74.1)  	- World English Bible with Deuterocanon
[eBible.org] *[engWEB2015peb]  	(51.1)  	- World English Bible
[eBible.org] *[engWEBBE2015eb]  	(104.0)  	- World English Bible British Edition with Deuterocanon
[eBible.org] *[engWEBBE2015peb]  	(104.0)  	- World English Bible British Edition
[eBible.org] *[engWEBc2015eb]  	(16.1)  	- World English Bible (Catholic)
[eBible.org] *[engWMB2015eb]  	(102.0)  	- World Messianic Bible
[eBible.org] *[engWMBB2015eb]  	(99.0)  	- World Messianic Bible British Edition
[eBible.org] *[engerv2006eb]  	(2.2)  	- Easy-to-Read Version
[eBible.org] *[engoebcweb]  	(13.0)  	- Open English Bible (Commonwealth)
[eBible.org] *[engoebuseb]  	(1.8)  	- Open English Bible (US)
[eBible.org] *[enq1988eb]  	(2.25)  	- Enga NT
[eBible.org] *[enq2014eb]  	(10.9)  	- Enga Bible portions
[eBible.org] *[ese2012eb]  	(2.27)  	- Ese Ejja NT
[eBible.org] *[esk2010eb]  	(2.26)  	- Northwest Alaska Eskimo NT
[eBible.org] *[etr2012eb]  	(2.25)  	- Edolo Bible
[eBible.org] *[faa2011eb]  	(2.25)  	- Fasu NT
[eBible.org] *[fai1995eb]  	(2.25)  	- Faiwol NT
[eBible.org] *[ffm2005eb]  	(2.25)  	- Maasina Fulfulde NT
[eBible.org] *[for1974eb]  	(2.25)  	- Fore NT
[eBible.org] *[fraFOB1744eb]  	(2.26)  	- French Ostervald Bible
[eBible.org] *[fraLSG1910eb]  	(5.12)  	- French Louis Segond 1910 Bible
[eBible.org] *[fue2011eb]  	(2.25)  	- Fulfulde Borgu NT
[eBible.org] *[fuhBKF2012eb]  	(2.25)  	- Fulfulde Burkina NT
[eBible.org] *[gah1986eb]  	(2.25)  	- Alekano Bible
[eBible.org] *[gam2014eb]  	(2.25)  	- Kandawo NT
[eBible.org] *[gaw1990eb]  	(2.25)  	- Nobnob NT
[eBible.org] *[gdn1999eb]  	(2.25)  	- Umanakaina NT
[eBible.org] *[gdr2001eb]  	(2.25)  	- Wipi NT
[eBible.org] *[geb2001eb]  	(2.25)  	- Kire NT
[eBible.org] *[gfk1997eb]  	(2.25)  	- Patpatar NT
[eBible.org] *[ghs1975eb]  	(2.25)  	- Guhu-Samane NT
[eBible.org] *[glk2014eb]  	(2.27)  	- Gilaki John
[eBible.org] *[gmv2011eb]  	(2.26)  	- Gamo NT
[eBible.org] *[gmvR2011eb]  	(2.26)  	- Gamo NT
[eBible.org] *[gng2011eb]  	(2.27)  	- Ngangam NT
[eBible.org] *[gnw2012eb]  	(2.26)  	- Western Bolivian Guaraní NT
[eBible.org] *[gofE2011eb]  	(2.26)  	- Gofa NT (Ethiopic script)
[eBible.org] *[gofR2011eb]  	(2.26)  	- Gofa NT (Latin script)
[eBible.org] *[grcSBL2010eb]  	(2.32)  	- SBL Greek NT
[eBible.org] *[grcTischeb]  	(2.28)  	- Tischendorf Greek NT
[eBible.org] *[guh2011eb]  	(2.25)  	- Guahibo NT
[eBible.org] *[gui2012eb]  	(2.26)  	- Eastern Bolivian Guaraní NT
[eBible.org] *[gul2005eb]  	(2.26)  	- Sea Island Creole English NT
[eBible.org] *[gum2010eb]  	(2.25)  	- Guambiano NT
[eBible.org] *[guo2009eb]  	(2.26)  	- Guayabero NT
[eBible.org] *[gvc2007eb]  	(2.25)  	- Guanano NT
[eBible.org] *[gvf1980eb]  	(2.25)  	- Golin NT
[eBible.org] *[gwi2010eb]  	(2.26)  	- Gwich'in NT
[eBible.org] *[gym2004eb]  	(2.26)  	- Ngäbere NT
[eBible.org] *[gyr2011eb]  	(2.26)  	- Guarayu NT
[eBible.org] *[haw1868eb]  	(3.10)  	- Hawaiian Bible 1868
[eBible.org] *[hboMTeb]  	(2.29)  	- Hebrew Masoretic OT
[eBible.org] *[hboWLCeb]  	(2.29)  	- Westminster Leningrad Codex Hebrew OT
[eBible.org] *[hch1988eb]  	(2.26)  	- Huichol NT
[eBible.org] *[heg2011eb]  	(2.26)  	- Helong Bible
[eBible.org] *[hla1978eb]  	(2.25)  	- Halia NT
[eBible.org] *[hmo1994eb]  	(2.25)  	- Hiri Motu Bible
[eBible.org] *[hns2010eb]  	(2.26)  	- Caribbean Hindustani NT
[eBible.org] *[hop2012eb]  	(2.26)  	- Hopi NT
[eBible.org] *[hot2010eb]  	(2.25)  	- Malei-Hote NT
[eBible.org] *[hto2011eb]  	(2.25)  	- Minica Huitoto NT
[eBible.org] *[hub2010eb]  	(2.26)  	- Huambisa NT
[eBible.org] *[hui2002eb]  	(2.25)  	- Huli Bible
[eBible.org] *[hus1971eb]  	(2.26)  	- Huastec San Luis Potosi NT
[eBible.org] *[hus2005eb]  	(2.26)  	- Huastec Aquiche NT
[eBible.org] *[huu2008eb]  	(2.26)  	- Murui Huitoto
[eBible.org] *[huv2009eb]  	(2.26)  	- San Mateo Del Mar Huave,NT
[eBible.org] *[hwc2000eb]  	(2.26)  	- Hawai'i Creole English NT
[eBible.org] *[ian1975eb]  	(2.25)  	- Iatmul NT
[eBible.org] *[ign2012eb]  	(2.26)  	- Ignaciano NT
[eBible.org] *[ikk2010eb]  	(2.26)  	- Ika NT
[eBible.org] *[ikw2010eb]  	(2.26)  	- Ikwere NT
[eBible.org] *[imo1997eb]  	(2.25)  	- Imbo Ungu NT
[eBible.org] *[inb2009eb]  	(2.25)  	- Inga NT
[eBible.org] *[ino1992eb]  	(2.25)  	- Inoke-Yate NT
[eBible.org] *[iou2011eb]  	(2.25)  	- Tuma-Irumu Bible
[eBible.org] *[ipi2008eb]  	(2.25)  	- Ipili NT
[eBible.org] *[iws1989eb]  	(2.25)  	- Sepik Iwam NT
[eBible.org] *[ixlC2001eb]  	(2.26)  	- Ixil Cotzal NT
[eBible.org] *[ixlN2008eb]  	(2.26)  	- Ixil Nebaj NT
[eBible.org] *[jac1997eb]  	(2.24)  	- Eastern Jakalteko NT
[eBible.org] *[jacNT1997eb]  	(1.1)  	- New Testament in Jakalteko Eastern; jac (GT:jac:Jakalteko)
[eBible.org] *[jae1980eb]  	(2.26)  	- Yabem Bible
[eBible.org] *[jic2010eb]  	(2.26)  	- Tol NT
[eBible.org] *[jiv2012eb]  	(2.26)  	- New Testament in Shuar (EC:jiv:Shuar)
[eBible.org] *[jpn1965eb]  	(4.9)  	- New Japanese New Testament
[eBible.org] *[jvn2009eb]  	(2.26)  	- Caribbean Javanese NT
[eBible.org] *[kaq2008eb]  	(2.26)  	- Capanahua NT
[eBible.org] *[kbh2009eb]  	(1.1)  	- New Testament in Camsá
[eBible.org] *[kbm1984eb]  	(2.25)  	- Iwal NT
[eBible.org] *[kbq2014eb]  	(2.25)  	- Kamano-Kafe Bible
[eBible.org] *[kdc2014eb]  	(2.25)  	- Kutu NT
[eBible.org] *[kde2008eb]  	(2.25)  	- Makonde Bible
[eBible.org] *[kdl2010eb]  	(2.24)  	- Tsikimba NT
[eBible.org] *[kdlNT2010eb]  	(1.1)  	- New Testament in Tsikimba (NI:kdl:Tsikimba)
[eBible.org] *[kek2000eb]  	(2.26)  	- Q'eqchi' Bible
[eBible.org] *[ken2010eb]  	(2.26)  	- Kenyang NT
[eBible.org] *[kew2003eb]  	(2.25)  	- West Kewa Bible
[eBible.org] *[kgf2012eb]  	(2.25)  	- Kube NT+Psalms
[eBible.org] *[khz2005eb]  	(2.25)  	- Keapara Kalo NT
[eBible.org] *[kje2008eb]  	(2.26)  	- Kisar NT
[eBible.org] *[kjs2004eb]  	(2.25)  	- East Kewa NT
[eBible.org] *[kkc2006eb]  	(6.11)  	- Odoodee NT
[eBible.org] *[kkl2015eb]  	(8.13)  	- Mek Kosarek Bible
[eBible.org] *[klt2013eb]  	(2.23)  	- Nukna Bible
[eBible.org] *[kmg1978eb]  	(2.25)  	- Kâte NT
[eBible.org] *[kmh1992eb]  	(2.25)  	- Kalam NT
[eBible.org] *[kmhM2008eb]  	(2.25)  	- Minimib NT
[eBible.org] *[kmk2003eb]  	(2.25)  	- Limos Kalinga NT
[eBible.org] *[kmo1974eb]  	(2.25)  	- Washkuk NT
[eBible.org] *[kms1998eb]  	(2.25)  	- Kamasau NT
[eBible.org] *[kmu2002eb]  	(2.25)  	- Kanite NT
[eBible.org] *[knf2014eb]  	(2.25)  	- Mankanya NT and partial OT
[eBible.org] *[knj2012eb]  	(2.26)  	- Akateko NT
[eBible.org] *[knvA2006eb]  	(2.25)  	- Tabo Aramia NT
[eBible.org] *[knvF2006eb]  	(2.25)  	- Tabo Fly River NT
[eBible.org] *[kos1928eb]  	(4.3)  	- Kosraean Bible
[eBible.org] *[kpf1980eb]  	(2.25)  	- Komba NT
[eBible.org] *[kpg2014eb]  	(2.25)  	- Kapingamarangi Bible
[eBible.org] *[kpr1984eb]  	(2.25)  	- Korafe NT
[eBible.org] *[kpw2005eb]  	(2.25)  	- Kobon NT
[eBible.org] *[kpx1981eb]  	(2.25)  	- Mountain Koiali NT
[eBible.org] *[kqc2013eb]  	(4.11)  	- Doromu-Koki Bible
[eBible.org] *[kqf2016eb]  	(5.2)  	- Kakabai Bible portions
[eBible.org] *[kqw2012eb]  	(9.2)  	- Kandas NT
[eBible.org] *[ksd1983eb]  	(2.25)  	- Kauana Bible
[eBible.org] *[ksr2011eb]  	(2.25)  	- Borong NT
[eBible.org] *[kto2001eb]  	(2.25)  	- Kuot NT
[eBible.org] *[kud2008eb]  	(2.25)  	- 'Auhelawa NT
[eBible.org] *[kue2008eb]  	(2.25)  	- Kuman NT
[eBible.org] *[kup2002eb]  	(2.25)  	- Kunimaipa NT
[eBible.org] *[kvn2009eb]  	(2.26)  	- Border Kuna NT
[eBible.org] *[kwd2013eb]  	(2.25)  	- Kwaio NT
[eBible.org] *[kwi2002eb]  	(2.25)  	- Awa-Cuaiquer NT
[eBible.org] *[kwj1992eb]  	(2.25)  	- Kwanga NT
[eBible.org] *[kyc1987eb]  	(2.25)  	- Kyaka Enga Bible
[eBible.org] *[kyf2002eb]  	(2.25)  	- Kouya NT
[eBible.org] *[kyg2001eb]  	(2.25)  	- Keyagana Bible
[eBible.org] *[kyq2012eb]  	(2.26)  	- Kenga NT
[eBible.org] *[kze1980eb]  	(2.25)  	- Kosena NT
[eBible.org] *[lac1978eb]  	(2.26)  	- Lacandon NT
[eBible.org] *[latVUC1880eb]  	(2.26)  	- Clementine Vulgate 1598
[eBible.org] *[lbb2012eb]  	(2.25)  	- Label NT
[eBible.org] *[lbk1992eb]  	(2.25)  	- Central Bontok NT
[eBible.org] *[lcm2011eb]  	(2.25)  	- Tungag Bible
[eBible.org] *[leu1997eb]  	(2.25)  	- Kara NT
[eBible.org] *[lex2014eb]  	(2.25)  	- Luang Bible
[eBible.org] *[lid2001eb]  	(2.23)  	- Nyindrou Bible
[eBible.org] *[lifD2009eb]  	(2.26)  	- Limbu NT (Devangari Script)
[eBible.org] *[lifL2009eb]  	(2.26)  	- Limbu NT (Limbu Script)
[eBible.org] *[maa2013eb]  	(2.26)  	- San Jerónimo Tecóatl Mazatec NT
[eBible.org] *[maj2013eb]  	(2.26)  	- Jalapa de Díaz Mazatec NT
[eBible.org] *[mamC2009eb]  	(2.26)  	- Mam Comitancillo NT
[eBible.org] *[mamTS2000eb]  	(2.26)  	- Mam Todos Santos NT
[eBible.org] *[maq1991eb]  	(3.1)  	- New Testament in Mazatec, Chiquihuitlán (MX:maq:Mazatec, Chiquihuitlán)
[eBible.org] *[mau1960eb]  	(2.26)  	- Huautla Mazatec NT
[eBible.org] *[maz2007eb]  	(2.26)  	- Central Mazahua NT
[eBible.org] *[mbb2013eb]  	(3.1)  	- Old Testament only in Manobo, Western Bukidnon
[eBible.org] *[mbh1999eb]  	(2.25)  	- Mangseng NT
[eBible.org] *[mbj2011eb]  	(2.26)  	- Nadëb NT
[eBible.org] *[mbs1982eb]  	(2.25)  	- Sarangani Manobo NT
[eBible.org] *[mbt2010eb]  	(2.25)  	- Matigsalug Manobo NT
[eBible.org] *[mca2013eb]  	(2.25)  	- Maka NT
[eBible.org] *[mcb2008eb]  	(2.26)  	- Machiguenga NT
[eBible.org] *[mcd2008eb]  	(2.26)  	- Sharanahua NT
[eBible.org] *[mcfNT2008eb]  	(2.26)  	- Matsés NT
[eBible.org] *[mco1976eb]  	(2.26)  	- Coatlán Mixe NT
[eBible.org] *[mcp2014eb]  	(3.1)  	- New Testament in Makaa
[eBible.org] *[mcq1999eb]  	(2.25)  	- Managalasi NT
[eBible.org] *[med1995eb]  	(2.25)  	- Melpa NT
[eBible.org] *[mee2003eb]  	(2.25)  	- Mengen NT
[eBible.org] *[mek1998eb]  	(2.25)  	- Mekeo NT
[eBible.org] *[meq2012eb]  	(2.24)  	- Merey NT
[eBible.org] *[meu1973eb]  	(2.24)  	- Motu Bible
[eBible.org] *[mhl1998eb]  	(2.24)  	- Mauwake NT
[eBible.org] *[mib1973eb]  	(2.25)  	- Atatláhuca Mixtec
[eBible.org] *[micMIQ2003eb]  	(2.25)  	- Mi'kmaq NT
[eBible.org] *[mie1977eb]  	(2.25)  	- Ocotepec Mixtec
[eBible.org] *[mig1951eb]  	(2.25)  	- San Miguel el Grande Mixtec NT
[eBible.org] *[mih1979eb]  	(2.25)  	- Chayuco Mixtec NT
[eBible.org] *[mil2002eb]  	(2.25)  	- Peñoles Mixtec NT
[eBible.org] *[mio1980eb]  	(2.25)  	- Pinotepa Nacional Mixtec NT
[eBible.org] *[mir1988eb]  	(2.25)  	- Isthmus Mixe NT
[eBible.org] *[mit1978eb]  	(2.25)  	- Southern Puebla Mixtec NT
[eBible.org] *[miz2003eb]  	(2.25)  	- Coatzospan Mixtec NT
[eBible.org] *[mjc1994eb]  	(2.26)  	- San Juan Colorado Mixtec NT
[eBible.org] *[mkl2006eb]  	(2.24)  	- Monkole NT
[eBible.org] *[mks2009eb]  	(2.25)  	- Silacayoapan Mixtec NT
[eBible.org] *[mlh2008eb]  	(2.24)  	- Mape NT
[eBible.org] *[mlp2001eb]  	(2.24)  	- Bargam NT
[eBible.org] *[mmo1981eb]  	(2.24)  	- Mangga Buang NT
[eBible.org] *[mmx2011eb]  	(2.24)  	- Madak NT+Psalms
[eBible.org] *[mna1996eb]  	(2.24)  	- Mbula Bible
[eBible.org] *[mop2012eb]  	(2.25)  	- Mopán Maya NT
[eBible.org] *[mox2010eb]  	(2.26)  	- Molima NT
[eBible.org] *[mpm1988eb]  	(2.25)  	- Yosondúa Mixtec NT
[eBible.org] *[mpp2013eb]  	(2.24)  	- Migabac Bible
[eBible.org] *[mps2001eb]  	(2.22)  	- Dadibi Bible
[eBible.org] *[mpt1986eb]  	(2.24)  	- Mian NT
[eBible.org] *[mpx2011eb]  	(2.24)  	- Misima-Paneati Bible
[eBible.org] *[mqb2010eb]  	(2.25)  	- Mbuko NT
[eBible.org] *[msb1993eb]  	(2.24)  	- Masbatenyo NT
[eBible.org] *[msk1975eb]  	(2.24)  	- Mansaka NT
[eBible.org] *[msm1999eb]  	(2.25)  	- Agusan Manobo NT
[eBible.org] *[msy2004eb]  	(2.24)  	- Aruamu NT
[eBible.org] *[mti2011eb]  	(2.23)  	- Maiwa NT
[eBible.org] *[mto1989eb]  	(2.24)  	- Totontepec Mixe NT
[eBible.org] *[mux2004eb]  	(2.23)  	- Bo-Ung NT
[eBible.org] *[muy2013eb]  	(2.23)  	- Muyang NT
[eBible.org] *[mva1996eb]  	(2.23)  	- Manam NT
[eBible.org] *[mvn2008eb]  	(2.23)  	- Minaveha NT
[eBible.org] *[mwc2016eb]  	(10.2)  	- Are Bible
[eBible.org] *[mxb2006eb]  	(2.24)  	- Tezoatlán Mixtec NT
[eBible.org] *[mxp1987eb]  	(2.24)  	- Tlahuitoltepec Mixe NT
[eBible.org] *[mxq2009eb]  	(2.24)  	- Juquila Mixe NT
[eBible.org] *[mxt1983eb]  	(2.24)  	- Jamiltepec Mixtec NT
[eBible.org] *[myk2014eb]  	(2.23)  	- Mamara Sénoufo NT and portions of the OT
[eBible.org] *[myw1993eb]  	(2.23)  	- Muyuw NT
[eBible.org] *[myy2012eb]  	(2.23)  	- New Testament in Macuna
[eBible.org] *[mzz2010eb]  	(2.23)  	- Maiadomu Mark
[eBible.org] *[naf1988eb]  	(2.23)  	- Nabak NT
[eBible.org] *[nak1983eb]  	(2.23)  	- Nakanai NT
[eBible.org] *[nas1994eb]  	(2.23)  	- Naasioi NT
[eBible.org] *[nbq2013eb]  	(2.23)  	- Nggem NT
[eBible.org] *[nca2009eb]  	(2.23)  	- Iyo NT
[eBible.org] *[nch2005eb]  	(2.24)  	- Huasteca Central Nahuatl Bible
[eBible.org] *[ncj1979eb]  	(2.24)  	- Northern Puebla Nahuatl NT
[eBible.org] *[ncl1998eb]  	(2.24)  	- Michoacán Nahuatl NT
[eBible.org] *[ncu2010eb]  	(2.24)  	- Chumburung NT
[eBible.org] *[ngu1987eb]  	(2.24)  	- Guerrero Nahuatl NT
[eBible.org] *[nhe2005eb]  	(2.24)  	- Huasteca Oriental Nahuatl Bible 2005
[eBible.org] *[nhe2009eb]  	(2.24)  	- Huasteca Oriental Nahuatl NT 2009
[eBible.org] *[nhg1980eb]  	(2.24)  	- Tetelcingo Nahuatl NT
[eBible.org] *[nhi2012eb]  	(2.24)  	- Zacatlán-Ahuacatlán-Tepetzintla Nahuatl NT
[eBible.org] *[nhr2012eb]  	(2.23)  	- Naro NT
[eBible.org] *[nhu2011eb]  	(2.24)  	- Noone NT
[eBible.org] *[nhw2005eb]  	(2.24)  	- Huasteca Occidental Nahuatl Bible
[eBible.org] *[nhy2006eb]  	(2.23)  	- Northern Oaxaca Nahuatl NT
[eBible.org] *[nif2011eb]  	(2.22)  	- Nek NT
[eBible.org] *[nii1980eb]  	(2.20)  	- Nii NT
[eBible.org] *[nin2011eb]  	(2.23)  	- Ninzo NT
[eBible.org] *[nko2010eb]  	(2.23)  	- Nkonya NT
[eBible.org] *[noaE2011eb]  	(2.23)  	- Woun Meu NT
[eBible.org] *[noaH2011eb]  	(2.23)  	- Woun Meu NT
[eBible.org] *[nop2005eb]  	(2.22)  	- Numanggang Bible
[eBible.org] *[not2008eb]  	(2.23)  	- Nomatsiguenga NT
[eBible.org] *[nou1987eb]  	(2.22)  	- Ewage-Notu NT
[eBible.org] *[npl2011eb]  	(2.23)  	- Southeastern Puebla Nahuatl NT
[eBible.org] *[nsn2011eb]  	(2.22)  	- Nehan NT
[eBible.org] *[nss2012eb]  	(2.22)  	- Nali Genesis and Mark
[eBible.org] *[ntp1981eb]  	(2.23)  	- Northern Tepehuan NT
[eBible.org] *[nvm2004eb]  	(2.22)  	- Namiai NT
[eBible.org] *[nwi2011eb]  	(4.9)  	- Southwest Tanna NT
[eBible.org] *[obo2011eb]  	(2.23)  	- Obo Manobo NT
[eBible.org] *[okv1988eb]  	(2.22)  	- Orokaiva Etija NT
[eBible.org] *[omw2000eb]  	(2.22)  	- South Tairora NT
[eBible.org] *[omwA2012eb]  	(2.22)  	- South Tairora Aatasara John & Mark
[eBible.org] *[omwV2012eb]  	(2.22)  	- South Tairora Veqaura NT
[eBible.org] *[ong1997eb]  	(2.22)  	- Olo NT
[eBible.org] *[ood2010eb]  	(2.23)  	- Tohono O'odham NT
[eBible.org] *[opm1992eb]  	(2.22)  	- Oksapmin NT
[eBible.org] *[ote2008eb]  	(2.23)  	- Mezquital Otomi NT
[eBible.org] *[otm1974eb]  	(2.23)  	- Eastern Highland Otomi NT
[eBible.org] *[otn1975eb]  	(2.23)  	- Tenango Otomi NT
[eBible.org] *[otq2009eb]  	(2.23)  	- Querétaro Otomi NT
[eBible.org] *[ots1975eb]  	(2.23)  	- Estado de México Otomi NT
[eBible.org] *[pad2010eb]  	(2.23)  	- Paumarí NT
[eBible.org] *[pao2012eb]  	(2.23)  	- Northern Paiute NT
[eBible.org] *[pesOPV1895eb]  	(2.23)  	- Old Persion Version Bible
[eBible.org] *[pibNT2008eb]  	(2.23)  	- Yine NT
[eBible.org] *[pio2009eb]  	(2.23)  	- Piapoco NT
[eBible.org] *[pir2011eb]  	(2.23)  	- Piratapuyo NT
[eBible.org] *[pls1982eb]  	(2.23)  	- San Marcos Tlalcoyalco Popoloca NT
[eBible.org] *[pma2011eb]  	(2.22)  	- Paama Bible
[eBible.org] *[poe1982eb]  	(2.23)  	- San Juan Atzingo Popoloca NT
[eBible.org] *[poh2012eb]  	(2.23)  	- Poqomchi' Occidental NT
[eBible.org] *[poi2009eb]  	(2.23)  	- Highland Popoluca NT
[eBible.org] *[pon1922eb]  	(3.11)  	- Pohnpeian NT & Psalms, old alphabet
[eBible.org] *[pon2006eb]  	(41.0)  	- Pohnpeian Bible 2006
[eBible.org] *[ponA2006eb]  	(5.15)  	- Pohnpeian Bible with Apocrypha 2006
[eBible.org] *[ponPDNeb]  	(35.0)  	- Pohnpeian NT & Psalms, new alphabet
[eBible.org] *[poy2014eb]  	(2.24)  	- Pogolo NT
[eBible.org] *[ppo2005eb]  	(2.22)  	- Folopa NT
[eBible.org] *[prfNT2012eb]  	(1.1)  	- New Testament in Paranan (RP:prf:Paranan)
[eBible.org] *[priNT2012eb]  	(2.23)  	- Paicî NT
[eBible.org] *[ptp1986eb]  	(2.22)  	- Patep NT
[eBible.org] *[ptu2004eb]  	(2.22)  	- Bambam Bible
[eBible.org] *[pwg2009eb]  	(2.22)  	- Gapapaiwa NT
[eBible.org] *[qub2011eb]  	(2.22)  	- Huallaga Huánuco Quechua NT
[eBible.org] *[qucN2011eb]  	(2.23)  	- K'iche' Cantel NT, new spelling
[eBible.org] *[qucT2011eb]  	(2.23)  	- K'iche' Cantel NT, traditional spelling
[eBible.org] *[quf2008eb]  	(2.23)  	- Lambayeque Quechua NT
[eBible.org] *[quhNT2011eb]  	(2.23)  	- South Bolivian Quechua NT
[eBible.org] *[qul1985eb]  	(2.23)  	- New Testament in Quechua, North Bolivian (BL:qul:Quechua, North Bolivian)
[eBible.org] *[qup2008eb]  	(2.23)  	- Southern Pastaza Quechua NT
[eBible.org] *[qvc2008eb]  	(2.23)  	- Cajamarca Quechua NT
[eBible.org] *[qve2013eb]  	(2.23)  	- Eastern Apurímac Quechua NT
[eBible.org] *[qvh2008eb]  	(2.23)  	- Huamalíes-Dos de Mayo Huánuco Quechua NT
[eBible.org] *[qvm2008eb]  	(2.23)  	- Margos-Yarowilca-Lauricocha Quechua NT
[eBible.org] *[qvn2008eb]  	(2.23)  	- North Junín Quechua NT
[eBible.org] *[qvs2008eb]  	(2.23)  	- San Martín Quechua NT
[eBible.org] *[qvw2010eb]  	(2.22)  	- Huaylla Wanca Quechua NT
[eBible.org] *[qvz2009eb]  	(2.23)  	- Northern Pastaza Quichua NT
[eBible.org] *[qwh2008eb]  	(2.23)  	- Huaylas Ancash Quechua NT
[eBible.org] *[qxh2009eb]  	(2.23)  	- Panao Huánuco Quechua NT
[eBible.org] *[qxn2002eb]  	(2.23)  	- Northern Conchucos Ancash Quechua NT
[eBible.org] *[qxo2002eb]  	(2.23)  	- Southern Conchucos Ancash Quechua NT
[eBible.org] *[rai2006eb]  	(2.22)  	- Ramoaaina NT
[eBible.org] *[roo1982eb]  	(2.21)  	- Rotokas NT
[eBible.org] *[rro2002eb]  	(2.21)  	- Waima NT
[eBible.org] *[ruf2014eb]  	(2.21)  	- Luguru NT
[eBible.org] *[rusSYN1876eb]  	(2.21)  	- Russian Synodal Translation
[eBible.org] *[rwoK2001eb]  	(2.21)  	- Rawa Karo NT
[eBible.org] *[rwoR1992eb]  	(2.20)  	- Rawa NT
[eBible.org] *[sab2008eb]  	(2.22)  	- Buglere NT
[eBible.org] *[sbe2013eb]  	(2.21)  	- Saliba Matthew & Mark
[eBible.org] *[sey2012eb]  	(3.0)  	- New Testament in Secoya (EC:sey:Secoya)
[eBible.org] *[sgb2006eb]  	(2.21)  	- Mag-antsi Ayta NT
[eBible.org] *[sgz2009eb]  	(2.22)  	- Sursurunga NT
[eBible.org] *[shp2012eb]  	(2.22)  	- Shipibo-Conibo Bible
[eBible.org] *[sim2005eb]  	(2.21)  	- Mende NT
[eBible.org] *[sja2005eb]  	(2.22)  	- Epena NT
[eBible.org] *[sll1978eb]  	(2.21)  	- Salt-Yui NT
[eBible.org] *[smk2012eb]  	(2.22)  	- Salt-Yui NT
[eBible.org] *[snc1995eb]  	(2.21)  	- Sinaugoro NT
[eBible.org] *[snn2009eb]  	(2.22)  	- Siona NT
[eBible.org] *[snpK1991eb]  	(2.21)  	- Siane Komongu NT
[eBible.org] *[snpL1997eb]  	(2.21)  	- Siane Lambau NT
[eBible.org] *[sny2004eb]  	(2.21)  	- Saniyo-Hiyewe NT
[eBible.org] *[som2008eb]  	(2.21)  	- Somali Bible
[eBible.org] *[soq1996eb]  	(13.2)  	- Kanasi NT
[eBible.org] *[soy2010eb]  	(2.21)  	- Sola NT
[eBible.org] *[spl1986eb]  	(2.21)  	- Selepet NT
[eBible.org] *[spp2008eb]  	(2.21)  	- Supyire Sénoufo NT
[eBible.org] *[sps2001eb]  	(2.21)  	- Saposa NT
[eBible.org] *[spy2011eb]  	(2.22)  	- Sabaot NT
[eBible.org] *[sri2009eb]  	(2.21)  	- Siriano NT
[eBible.org] *[srm2009eb]  	(2.22)  	- Saramaccan NT
[eBible.org] *[srn2002eb]  	(2.22)  	- Sranan NT
[eBible.org] *[srqNT1977eb]  	(2.22)  	- Sirionó NT
[eBible.org] *[ssd1999eb]  	(2.21)  	- Siroi Bible
[eBible.org] *[ssg2012eb]  	(2.21)  	- Seimat NT
[eBible.org] *[ssx1991eb]  	(2.21)  	- Sembeleke Bible
[eBible.org] *[stp2007eb]  	(2.21)  	- Southeastern Tepehuan NT
[eBible.org] *[stpNT2007eb]  	(1.0)  	- New Testament in Tepehuan, Southeastern (MX:stp:Tepehuan, Southeastern)
[eBible.org] *[sua1997eb]  	(2.21)  	- Sulka NT
[eBible.org] *[sue2011eb]  	(2.21)  	- Suena NT
[eBible.org] *[sus2013eb]  	(2.21)  	- Susu NT
[eBible.org] *[swh1850eb]  	(2.22)  	- Swahili Bible
[eBible.org] *[swp1998eb]  	(2.21)  	- Suau Bible
[eBible.org] *[sxb2010eb]  	(2.22)  	- Suba NT
[eBible.org] *[tac2008eb]  	(2.22)  	- Western Tarahumara NT
[eBible.org] *[taj2011eb]  	(2.21)  	- Eastern Tamang NT
[eBible.org] *[tav2009eb]  	(2.21)  	- Tatuyo NT
[eBible.org] *[taw2013eb]  	(2.21)  	- Tai NT
